state,centre,commodity,variety,unit,category,date,retail_price
andhra pradesh,chittoor,moong,split,kg.,food,01/01/01,24
andhra pradesh,guntur,moong,split,kg.,food,01/01/01,26
andhra pradesh,kurnool,moong,split,kg.,food,01/01/01,25.5
andhra pradesh,vishakhapatnam,moong,split,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,moong,split,kg.,food,01/01/01,82.92979841
assam,dibrugarh,moong,split,kg.,food,01/01/01,82.92979841
assam,dispur,moong,split,kg.,food,01/01/01,82.92979841
assam,guwahati,moong,split,kg.,food,01/01/01,82.92979841
assam,silchar,moong,split,kg.,food,01/01/01,82.92979841
bihar,gaya,moong,split,kg.,food,01/01/01,82.92979841
bihar,hajipur,moong,split,kg.,food,01/01/01,28
bihar,muzaffarpur,moong,split,kg.,food,01/01/01,82.92979841
bihar,patna,moong,split,kg.,food,01/01/01,27
goa,panaji,moong,split,kg.,food,01/01/01,28
gujarat,gandhi nagar,moong,split,kg.,food,01/01/01,24
gujarat,rajkot,moong,split,kg.,food,01/01/01,82.92979841
gujarat,surat,moong,split,kg.,food,01/01/01,82.92979841
gujarat,vadodra,moong,split,kg.,food,01/01/01,25
haryana,hissar,moong,split,kg.,food,01/01/01,82.92979841
haryana,karnal,moong,split,kg.,food,01/01/01,28
himachal pradesh,mandi,moong,split,kg.,food,01/01/01,32
himachal pradesh,shimla,moong,split,kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,moong,split,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,moong,split,kg.,food,01/01/01,82.92979841
jharkhand,dhanbad,moong,split,kg.,food,01/01/01,28
jharkhand,ranchi,moong,split,kg.,food,01/01/01,82.92979841
karnataka,bangalore,moong,split,kg.,food,01/01/01,28
karnataka,bijapur,moong,split,kg.,food,01/01/01,82.92979841
karnataka,hubli,moong,split,kg.,food,01/01/01,82.92979841
karnataka,tumkur,moong,split,kg.,food,01/01/01,27
kerala,ernakulam,moong,split,kg.,food,01/01/01,32
kerala,khozhikode,moong,split,kg.,food,01/01/01,30
kerala,trivandrum,moong,split,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,moong,split,kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,moong,split,kg.,food,01/01/01,28
madhya pradesh,gwalior,moong,split,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,moong,split,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,moong,split,kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,moong,split,kg.,food,01/01/01,27
maharashtra,aurangabad,moong,split,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,moong,split,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,moong,split,kg.,food,01/01/01,82.92979841
maharashtra,nasik,moong,split,kg.,food,01/01/01,28
maharashtra,pune,moong,split,kg.,food,01/01/01,82.92979841
manipur,imphal,moong,split,kg.,food,01/01/01,82.92979841
meghalaya,shillong,moong,split,kg.,food,01/01/01,82.92979841
mizoram,aizwal,moong,split,kg.,food,01/01/01,34
nagaland,kohima,moong,split,kg.,food,01/01/01,82.92979841
national capital,delhi,moong,split,kg.,food,01/01/01,28
orissa,bhawanipatna,moong,split,kg.,food,01/01/01,82.92979841
orissa,bhubneshwar,moong,split,kg.,food,01/01/01,27
orissa,cuttack,moong,split,kg.,food,01/01/01,25
punjab,amritsar,moong,split,kg.,food,01/01/01,32
punjab,bhatinda,moong,split,kg.,food,01/01/01,82.92979841
punjab,ludhiana,moong,split,kg.,food,01/01/01,32
rajasthan,dausa,moong,split,kg.,food,01/01/01,82.92979841
rajasthan,jaipur,moong,split,kg.,food,01/01/01,25
rajasthan,jodhpur,moong,split,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,moong,split,kg.,food,01/01/01,82.92979841
rajasthan,udaipur,moong,split,kg.,food,01/01/01,25
sikkim,gangtok,moong,split,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,moong,split,kg.,food,01/01/01,82.92979841
tamil nadu,coimbatore,moong,split,kg.,food,01/01/01,29
tamil nadu,madurai,moong,split,kg.,food,01/01/01,26
tamil nadu,salem,moong,split,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,moong,split,kg.,food,01/01/01,82.92979841
tamil nadu,tirunelveli,moong,split,kg.,food,01/01/01,24
telangana,hyderabad,moong,split,kg.,food,01/01/01,82.92979841
tripura,agartala,moong,split,kg.,food,01/01/01,31
union territories,chandigarh,moong,split,kg.,food,01/01/01,82.92979841
union territories,pondicherry,moong,split,kg.,food,01/01/01,82.92979841
union territories,portblair,moong,split,kg.,food,01/01/01,82.92979841
union territories,silvasa,moong,split,kg.,food,01/01/01,82.92979841
uttar pradesh,agra,moong,split,kg.,food,01/01/01,30
uttar pradesh,allahabad,moong,split,kg.,food,01/01/01,32
uttar pradesh,gorakhpur,moong,split,kg.,food,01/01/01,28
uttar pradesh,kanpur,moong,split,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,moong,split,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,moong,split,kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,moong,split,kg.,food,01/01/01,30
uttarakhand,srinagar,moong,split,kg.,food,01/01/01,82.92979841
west bengal,asansol,moong,split,kg.,food,01/01/01,82.92979841
west bengal,howrah,moong,split,kg.,food,01/01/01,32
west bengal,jalpaiguri,moong,split,kg.,food,01/01/01,82.92979841
west bengal,kolkata,moong,split,kg.,food,01/01/01,34
west bengal,malda,unknown,split,kg.,food,01/01/01,26
andhra pradesh,chittoor,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
andhra pradesh,guntur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
andhra pradesh,kurnool,mustard oil,unknown,kg/litre,food,01/01/01,50
andhra pradesh,vishakhapatnam,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
arunachal pradesh,itanagar,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
assam,dibrugarh,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
assam,dispur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
assam,guwahati,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
assam,silchar,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
bihar,gaya,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
bihar,hajipur,mustard oil,unknown,kg/litre,food,01/01/01,40
bihar,muzaffarpur,mustard oil,unknown,kg/litre,food,01/01/01,30
bihar,patna,mustard oil,unknown,kg/litre,food,01/01/01,38
goa,panaji,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
gujarat,gandhi nagar,mustard oil,unknown,kg/litre,food,01/01/01,32
gujarat,rajkot,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
gujarat,surat,mustard oil,unknown,kg/litre,food,01/01/01,40
gujarat,vadodra,mustard oil,unknown,kg/litre,food,01/01/01,34
haryana,hissar,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
haryana,karnal,mustard oil,unknown,kg/litre,food,01/01/01,32
himachal pradesh,mandi,mustard oil,unknown,kg/litre,food,01/01/01,43
himachal pradesh,shimla,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
jammu kashmir,jammu,mustard oil,unknown,kg/litre,food,01/01/01,42.5
jammu kashmir,shrinagar,mustard oil,unknown,kg/litre,food,01/01/01,44
jharkhand,dhanbad,mustard oil,unknown,kg/litre,food,01/01/01,40
jharkhand,ranchi,mustard oil,unknown,kg/litre,food,01/01/01,36
karnataka,bangalore,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
karnataka,bijapur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
karnataka,hubli,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
karnataka,tumkur,mustard oil,unknown,kg/litre,food,01/01/01,60
kerala,ernakulam,mustard oil,unknown,kg/litre,food,01/01/01,62.5
kerala,khozhikode,mustard oil,unknown,kg/litre,food,01/01/01,62.25
kerala,trivandrum,mustard oil,unknown,kg/litre,food,01/01/01,63.5
madhya pradesh,bhillai,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
madhya pradesh,bhopal,mustard oil,unknown,kg/litre,food,01/01/01,36
madhya pradesh,gwalior,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
madhya pradesh,indore,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
madhya pradesh,rewa,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
madhya pradesh,sehore,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
maharashtra,aurangabad,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
maharashtra,mumbai,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
maharashtra,nagpur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
maharashtra,nasik,mustard oil,unknown,kg/litre,food,01/01/01,48
maharashtra,pune,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
manipur,imphal,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
meghalaya,shillong,mustard oil,unknown,kg/litre,food,01/01/01,38
mizoram,aizwal,mustard oil,unknown,kg/litre,food,01/01/01,35
nagaland,kohima,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
national capital,delhi,mustard oil,unknown,kg/litre,food,01/01/01,38
orissa,bhawanipatna,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
orissa,bhubneshwar,mustard oil,unknown,kg/litre,food,01/01/01,40
orissa,cuttack,mustard oil,unknown,kg/litre,food,01/01/01,39
punjab,amritsar,mustard oil,unknown,kg/litre,food,01/01/01,34
punjab,bhatinda,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
punjab,ludhiana,mustard oil,unknown,kg/litre,food,01/01/01,33
rajasthan,dausa,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
rajasthan,jaipur,mustard oil,unknown,kg/litre,food,01/01/01,35
rajasthan,jodhpur,mustard oil,unknown,kg/litre,food,01/01/01,50
rajasthan,swaimadhopur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
rajasthan,udaipur,mustard oil,unknown,kg/litre,food,01/01/01,36
sikkim,gangtok,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,chennai,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,coimbatore,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,madurai,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,salem,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,tambram,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
tamil nadu,tirunelveli,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
telangana,hyderabad,mustard oil,unknown,kg/litre,food,01/01/01,56
tripura,agartala,mustard oil,unknown,kg/litre,food,01/01/01,44
union territories,chandigarh,mustard oil,unknown,kg/litre,food,01/01/01,38.4
union territories,pondicherry,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
union territories,portblair,mustard oil,unknown,kg/litre,food,01/01/01,51.1
union territories,silvasa,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
uttar pradesh,agra,mustard oil,unknown,kg/litre,food,01/01/01,28
uttar pradesh,allahabad,mustard oil,unknown,kg/litre,food,01/01/01,32
uttar pradesh,gorakhpur,mustard oil,unknown,kg/litre,food,01/01/01,34
uttar pradesh,kanpur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
uttar pradesh,lucknow,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
uttar pradesh,saharanpur,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
uttarakhand,haldwani,mustard oil,unknown,kg/litre,food,01/01/01,35
uttarakhand,srinagar,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
west bengal,asansol,mustard oil,unknown,kg/litre,food,01/01/01,38
west bengal,howrah,mustard oil,unknown,kg/litre,food,01/01/01,40
west bengal,jalpaiguri,mustard oil,unknown,kg/litre,food,01/01/01,82.92979841
west bengal,kolkata,mustard oil,unknown,kg/litre,food,01/01/01,40
west bengal,malda,unknown,unknown,kg/litre,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,onion,faq,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,onion,faq,kg.,food,01/01/01,82.92979841
assam,dibrugarh,onion,faq,kg.,food,01/01/01,82.92979841
assam,dispur,onion,faq,kg.,food,01/01/01,82.92979841
assam,guwahati,onion,faq,kg.,food,01/01/01,82.92979841
assam,silchar,onion,faq,kg.,food,01/01/01,82.92979841
bihar,gaya,onion,faq,kg.,food,01/01/01,82.92979841
gujarat,rajkot,onion,faq,kg.,food,01/01/01,82.92979841
haryana,hissar,onion,faq,kg.,food,01/01/01,82.92979841
himachal pradesh,mandi,onion,faq,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,onion,faq,kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,onion,faq,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,onion,faq,kg.,food,01/01/01,82.92979841
karnataka,bijapur,onion,faq,kg.,food,01/01/01,82.92979841
karnataka,hubli,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,onion,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,onion,faq,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,onion,faq,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,onion,faq,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,onion,faq,kg.,food,01/01/01,82.92979841
maharashtra,nasik,onion,faq,kg.,food,01/01/01,82.92979841
maharashtra,pune,onion,faq,kg.,food,01/01/01,82.92979841
manipur,imphal,onion,faq,kg.,food,01/01/01,82.92979841
meghalaya,shillong,onion,faq,kg.,food,01/01/01,82.92979841
nagaland,kohima,onion,faq,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,onion,faq,kg.,food,01/01/01,82.92979841
rajasthan,dausa,onion,faq,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,onion,faq,kg.,food,01/01/01,82.92979841
rajasthan,udaipur,onion,faq,kg.,food,01/01/01,82.92979841
sikkim,gangtok,onion,faq,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,onion,faq,kg.,food,01/01/01,82.92979841
tamil nadu,madurai,onion,faq,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,onion,faq,kg.,food,01/01/01,82.92979841
tamil nadu,tirunelveli,onion,faq,kg.,food,01/01/01,82.92979841
telangana,hyderabad,onion,faq,kg.,food,01/01/01,82.92979841
union territories,chandigarh,onion,faq,kg.,food,01/01/01,82.92979841
union territories,pondicherry,onion,faq,kg.,food,01/01/01,82.92979841
union territories,portblair,onion,faq,kg.,food,01/01/01,82.92979841
union territories,silvasa,onion,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,onion,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,onion,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,onion,faq,kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,onion,faq,kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,onion,faq,kg.,food,01/01/01,82.92979841
west bengal,howrah,onion,faq,kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,onion,faq,kg.,food,01/01/01,82.92979841
west bengal,kolkata,onion,faq,kg.,food,01/01/01,82.92979841
west bengal,malda,unknown,faq,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,potato,faq,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,potato,faq,kg.,food,01/01/01,82.92979841
assam,dibrugarh,potato,faq,kg.,food,01/01/01,82.92979841
assam,dispur,potato,faq,kg.,food,01/01/01,82.92979841
assam,guwahati,potato,faq,kg.,food,01/01/01,82.92979841
assam,silchar,potato,faq,kg.,food,01/01/01,82.92979841
bihar,gaya,potato,faq,kg.,food,01/01/01,82.92979841
gujarat,rajkot,potato,faq,kg.,food,01/01/01,82.92979841
haryana,hissar,potato,faq,kg.,food,01/01/01,82.92979841
himachal pradesh,shimla,potato,faq,kg.,food,01/01/01,82.92979841
jammu kashmir,jammu,potato,faq,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,potato,faq,kg.,food,01/01/01,82.92979841
karnataka,bijapur,potato,faq,kg.,food,01/01/01,82.92979841
karnataka,hubli,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,indore,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,rewa,potato,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,potato,faq,kg.,food,01/01/01,82.92979841
maharashtra,aurangabad,potato,faq,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,potato,faq,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,potato,faq,kg.,food,01/01/01,82.92979841
maharashtra,nasik,potato,faq,kg.,food,01/01/01,82.92979841
maharashtra,pune,potato,faq,kg.,food,01/01/01,82.92979841
manipur,imphal,potato,faq,kg.,food,01/01/01,82.92979841
meghalaya,shillong,potato,faq,kg.,food,01/01/01,82.92979841
nagaland,kohima,potato,faq,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,potato,faq,kg.,food,01/01/01,82.92979841
rajasthan,dausa,potato,faq,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,potato,faq,kg.,food,01/01/01,82.92979841
rajasthan,udaipur,potato,faq,kg.,food,01/01/01,82.92979841
sikkim,gangtok,potato,faq,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,potato,faq,kg.,food,01/01/01,82.92979841
tamil nadu,madurai,potato,faq,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,potato,faq,kg.,food,01/01/01,82.92979841
tamil nadu,tirunelveli,potato,faq,kg.,food,01/01/01,82.92979841
telangana,hyderabad,potato,faq,kg.,food,01/01/01,82.92979841
union territories,chandigarh,potato,faq,kg.,food,01/01/01,82.92979841
union territories,pondicherry,potato,faq,kg.,food,01/01/01,82.92979841
union territories,portblair,potato,faq,kg.,food,01/01/01,82.92979841
union territories,silvasa,potato,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,potato,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,potato,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,saharanpur,potato,faq,kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,potato,faq,kg.,food,01/01/01,82.92979841
uttarakhand,srinagar,potato,faq,kg.,food,01/01/01,82.92979841
west bengal,howrah,potato,faq,kg.,food,01/01/01,82.92979841
west bengal,jalpaiguri,potato,faq,kg.,food,01/01/01,82.92979841
west bengal,kolkata,potato,faq,kg.,food,01/01/01,82.92979841
andhra pradesh,guntur,ragi,faq,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,ragi,faq,kg.,food,01/01/01,82.92979841
gujarat,gandhi nagar,ragi,faq,kg.,food,01/01/01,82.92979841
gujarat,rajkot,ragi,faq,kg.,food,01/01/01,82.92979841
gujarat,surat,ragi,faq,kg.,food,01/01/01,82.92979841
gujarat,vadodra,ragi,faq,kg.,food,01/01/01,82.92979841
haryana,hissar,ragi,faq,kg.,food,01/01/01,82.92979841
haryana,karnal,ragi,faq,kg.,food,01/01/01,32
himachal pradesh,mandi,ragi,faq,kg.,food,01/01/01,82.92979841
jammu kashmir,shrinagar,ragi,faq,kg.,food,01/01/01,82.92979841
jharkhand,ranchi,ragi,faq,kg.,food,01/01/01,82.92979841
karnataka,bijapur,ragi,faq,kg.,food,01/01/01,82.92979841
karnataka,hubli,ragi,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhillai,ragi,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,bhopal,ragi,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,gwalior,ragi,faq,kg.,food,01/01/01,82.92979841
madhya pradesh,sehore,ragi,faq,kg.,food,01/01/01,82.92979841
maharashtra,mumbai,ragi,faq,kg.,food,01/01/01,82.92979841
maharashtra,nagpur,ragi,faq,kg.,food,01/01/01,82.92979841
maharashtra,pune,ragi,faq,kg.,food,01/01/01,82.92979841
manipur,imphal,ragi,faq,kg.,food,01/01/01,82.92979841
meghalaya,shillong,ragi,faq,kg.,food,01/01/01,82.92979841
nagaland,kohima,ragi,faq,kg.,food,01/01/01,82.92979841
national capital,delhi,ragi,faq,kg.,food,01/01/01,82.92979841
orissa,bhawanipatna,ragi,faq,kg.,food,01/01/01,82.92979841
orissa,bhubneshwar,ragi,faq,kg.,food,01/01/01,82.92979841
orissa,cuttack,ragi,faq,kg.,food,01/01/01,82.92979841
punjab,amritsar,ragi,faq,kg.,food,01/01/01,82.92979841
punjab,bhatinda,ragi,faq,kg.,food,01/01/01,82.92979841
punjab,ludhiana,ragi,faq,kg.,food,01/01/01,82.92979841
rajasthan,dausa,ragi,faq,kg.,food,01/01/01,82.92979841
rajasthan,jaipur,ragi,faq,kg.,food,01/01/01,82.92979841
rajasthan,jodhpur,ragi,faq,kg.,food,01/01/01,82.92979841
rajasthan,swaimadhopur,ragi,faq,kg.,food,01/01/01,82.92979841
rajasthan,udaipur,ragi,faq,kg.,food,01/01/01,82.92979841
sikkim,gangtok,ragi,faq,kg.,food,01/01/01,82.92979841
tamil nadu,chennai,ragi,faq,kg.,food,01/01/01,82.92979841
tamil nadu,tambram,ragi,faq,kg.,food,01/01/01,82.92979841
union territories,chandigarh,ragi,faq,kg.,food,01/01/01,82.92979841
union territories,pondicherry,ragi,faq,kg.,food,01/01/01,82.92979841
union territories,portblair,ragi,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,agra,ragi,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,gorakhpur,ragi,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,kanpur,ragi,faq,kg.,food,01/01/01,82.92979841
uttar pradesh,lucknow,ragi,faq,kg.,food,01/01/01,82.92979841
uttarakhand,haldwani,ragi,faq,kg.,food,01/01/01,82.92979841
west bengal,asansol,unknown,faq,kg.,food,01/01/01,82.92979841
andhra pradesh,guntur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
arunachal pradesh,itanagar,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
assam,dibrugarh,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
assam,dispur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
assam,guwahati,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
assam,silchar,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
bihar,gaya,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
gujarat,rajkot,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
gujarat,surat,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
haryana,hissar,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
himachal pradesh,shimla,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
jammu kashmir,jammu,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
jammu kashmir,shrinagar,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
karnataka,bijapur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
karnataka,hubli,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
madhya pradesh,bhillai,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
madhya pradesh,gwalior,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
madhya pradesh,indore,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
madhya pradesh,rewa,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
maharashtra,aurangabad,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
maharashtra,mumbai,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
maharashtra,nagpur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
maharashtra,pune,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
manipur,imphal,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
nagaland,kohima,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
orissa,bhawanipatna,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
rajasthan,dausa,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
rajasthan,swaimadhopur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
sikkim,gangtok,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
tamil nadu,chennai,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
tamil nadu,tambram,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
telangana,hyderabad,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
union territories,chandigarh,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
union territories,pondicherry,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
uttar pradesh,kanpur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
uttar pradesh,lucknow,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
uttar pradesh,saharanpur,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
west bengal,jalpaiguri,red chillies,powdered agmark,100gm. pkt,food,01/01/01,82.92979841
andhra pradesh,chittoor,rice,superfine,kg.,food,01/01/01,82.92979841
andhra pradesh,guntur,rice,superfine,kg.,food,01/01/01,82.92979841
andhra pradesh,kurnool,rice,superfine,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,rice,common/coarse,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,rice,fine,kg.,food,01/01/01,82.92979841
andhra pradesh,vishakhapatnam,rice,superfine,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,rice,common/coarse,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,rice,fine,kg.,food,01/01/01,82.92979841
arunachal pradesh,itanagar,rice,superfine,kg.,food,01/01/01,82.92979841
assam,dibrugarh,rice,common/coarse,kg.,food,01/01/01,82.92979841
assam,dibrugarh,rice,fine,kg.,food,01/01/01,82.92979841
assam,dibrugarh,rice,superfine,kg.,food,01/01/01,82.92979841
assam,dispur,rice,common/coarse,kg.,food,01/01/01,82.92979841
assam,dispur,rice,fine,kg.,food,01/01/01,82.92979841
assam,dispur,rice,superfine,kg.,food,01/01/01,82.92979841
assam,guwahati,rice,common/coarse,kg.,food,01/01/01,82.92979841
assam,guwahati,rice,fine,kg.,food,01/01/01,82.92979841
assam,guwahati,rice,superfine,kg.,food,01/01/01,82.92979841
assam,silchar,rice,common/coarse,kg.,food,01/01/01,82.92979841
assam,silchar,rice,fine,kg.,food,01/01/01,82.92979841
assam,silchar,rice,superfine,kg.,food,01/01/01,82.92979841
bihar,gaya,rice,common/coarse,kg.,food,01/01/01,82.92979841
bihar,gaya,rice,fine,kg.,food,01/01/01,82.92979841
bihar,gaya,rice,superfine,kg.,food,01/01/01,82.92979841
